# x_m,y_m,w_tr_right_m,w_tr_left_m
0.2500,-16.5000,0.7500,0.7500
0.2000,-16.4500,0.7500,0.7500
0.1500,-16.4000,0.7500,0.7500
0.1000,-16.3500,0.7500,0.7500
0.0000,-16.3000,0.7500,0.7500
-0.0500,-16.2500,0.7500,0.7500
-0.1000,-16.2000,0.7500,0.7500
-0.1500,-16.1500,0.7500,0.7500
-0.2000,-16.1000,0.7500,0.7500
-0.2000,-16.0500,0.7500,0.7500
-0.2500,-16.0000,0.7500,0.7500
-0.3000,-15.9500,0.7500,0.7500
-0.3500,-15.8500,0.7500,0.7500
-0.3500,-15.7500,0.7500,0.7500
-0.3500,-15.6500,0.7500,0.7500
-0.3500,-15.6000,0.7500,0.7500
-0.3500,-15.5000,0.7500,0.7500
-0.3500,-15.4000,0.7500,0.7500
-0.3500,-15.3000,0.7500,0.7500
-0.3500,-15.2000,0.7500,0.7500
-0.3500,-15.1000,0.7500,0.7500
-0.3500,-15.0500,0.7500,0.7500
-0.3500,-14.9500,0.7500,0.7500
-0.3500,-14.8500,0.7500,0.7500
-0.3500,-14.7500,0.7500,0.7500
-0.3500,-14.6500,0.7500,0.7500
-0.3500,-14.5500,0.7500,0.7500
-0.3500,-14.5000,0.7500,0.7500
-0.3000,-14.4000,0.7500,0.7500
-0.3000,-14.3000,0.7500,0.7500
-0.3000,-14.2000,0.7500,0.7500
-0.3000,-14.1000,0.7500,0.7500
-0.3000,-14.0000,0.7500,0.7500
