# x_m,y_m,w_tr_right_m,w_tr_left_m
13.4466,25.4244,3.0604,3.0367
13.5045,25.4244,3.0367,3.0367
13.5625,25.3664,3.0367,3.0139
13.6204,25.3664,3.0139,3.0139
13.6784,25.3664,3.0139,3.0139
13.7364,25.3664,3.0139,3.0139
13.7943,25.3664,3.0139,3.0139
13.8523,25.3664,3.0139,3.0139
13.9102,25.3664,3.0139,3.0139
13.9682,25.3664,3.0139,3.0139
14.0262,25.3664,3.0139,3.0139
14.0262,25.3664,3.0675,3.0139
14.0841,25.3664,3.0675,3.0139
14.1421,25.3664,3.0675,3.0139
14.2000,25.3664,3.0675,3.0139
14.2580,25.3085,3.0675,2.9921
14.3160,25.3085,3.0461,2.9921
14.3739,25.2505,3.0461,2.9713
14.4319,25.2505,3.0461,2.9713
14.4898,25.2505,3.0461,2.9713
14.5478,25.2505,3.0461,2.9713
14.6058,25.2505,3.0461,2.9713
14.6637,25.2505,3.0461,2.9713
14.7217,25.2505,3.0461,2.9713
14.7796,25.2505,3.0461,2.9713
14.8376,25.2505,3.0256,2.9713
14.8956,25.1926,3.0256,2.9514
14.9535,25.1926,3.0061,2.9514
15.0115,25.1346,3.0061,2.9326
15.0694,25.1346,3.0061,2.9326
15.1274,25.1346,3.0061,2.9326
15.1854,25.1346,3.0061,2.9326
15.2433,25.1346,3.0061,2.9326
15.3013,25.1346,3.0061,2.9326
15.3592,25.1346,3.0061,2.9876
15.4172,25.1346,2.9876,2.9876
15.4752,25.0766,2.9876,2.9701
15.5331,25.0766,2.9701,2.9701
15.5911,25.0187,2.9701,2.9537
15.6490,25.0187,2.9537,2.9537
15.7070,25.0187,2.9537,2.9537
15.7650,25.0187,2.9537,2.9537
15.8229,25.0187,2.9537,2.9537
15.8809,25.0187,2.9537,2.9537
15.9388,24.9607,2.9537,2.9383
15.9968,24.9607,2.9383,2.9383
16.0548,24.9028,2.9383,2.9240
16.1127,24.9028,2.9240,2.9240
16.1707,24.8448,2.9240,2.9107
16.2286,24.8448,2.9107,2.9107
16.2866,24.7868,2.9107,2.8986
16.3446,24.7868,2.9107,2.8986
16.4025,24.7868,2.9107,2.8986
16.4605,24.8448,2.8986,2.8986
16.5184,24.8448,2.8986,2.8875
16.5764,24.8448,2.8875,2.8875
16.6344,24.7868,2.8875,2.8776
16.6344,24.7868,2.9349,2.8776
16.6923,24.7289,2.9349,2.8689
16.7503,24.7289,2.9263,2.8689
16.8082,24.6709,2.9263,2.8613
16.8662,24.6709,2.9188,2.8613
16.9242,24.6130,2.9188,2.8548
16.9821,24.6130,2.9125,2.8548
17.0401,24.5550,2.9125,2.8495
17.0980,24.5550,2.9073,2.8495
17.1560,24.4970,2.9073,2.8454
17.2140,24.4970,2.9032,2.8454
17.2719,24.4391,2.9032,2.8424
17.3299,24.4391,2.9003,2.8424
17.3878,24.3811,2.9003,2.8406
17.4458,24.3811,2.8986,2.8406
17.5038,24.3232,2.8986,2.8400
17.5617,24.3232,2.8980,2.8400
17.6197,24.2652,2.8980,2.8406
17.6776,24.2652,2.8986,2.8406
17.7356,24.2072,2.8986,2.8424
17.7936,24.2072,2.9003,2.8424
17.8515,24.1493,2.8424,2.8454
17.8515,24.1493,2.8454,2.7875
17.9095,24.0913,2.7875,2.7917
17.9095,24.0913,2.7917,2.7917
17.9674,24.0334,2.7917,2.7971
18.0254,24.0334,2.7971,2.7971
18.0834,23.9754,2.7971,2.8037
18.1413,23.9754,2.8037,2.8037
18.1993,23.9174,2.8037,2.8115
18.2572,23.9174,2.8115,2.8115
18.3152,23.8595,2.8115,2.8205
18.3152,23.8595,2.8205,2.7633
18.3732,23.8015,2.7633,2.7736
18.3732,23.8015,2.7736,2.7167
18.4311,23.7436,2.7167,2.7284
18.4311,23.7436,2.7284,2.6718
18.4891,23.6856,2.7284,2.6850
18.5470,23.6856,2.7413,2.6850
18.6050,23.6276,2.7413,2.6993
18.6630,23.5697,2.7413,2.6993
18.7209,23.5117,2.7413,2.6993
18.7789,23.4538,2.6850,2.6993
18.7789,23.4538,2.6993,2.6434
18.8368,23.3958,2.6434,2.6592
18.8368,23.3958,2.6592,2.6037
18.8948,23.3378,2.6037,2.6210
18.8948,23.3378,2.6210,2.6210
18.9528,23.2799,2.6210,2.6396
19.0107,23.2799,2.6396,2.6396
19.0687,23.2219,2.6396,2.6592
19.1266,23.2219,2.6592,2.6592
19.1266,23.1640,2.6592,2.6262
19.1846,23.1060,2.6050,2.6262
19.1846,23.0480,2.6050,2.5725
19.2426,22.9901,2.5509,2.5725
19.2426,22.9321,2.5509,2.5191
19.3005,22.9321,2.5191,2.5191
19.3005,22.8742,2.5191,2.4896
19.3585,22.8742,2.4896,2.4896
19.4164,22.8162,2.4896,2.5144
19.4744,22.8162,2.5144,2.5144
19.5324,22.7582,2.5144,2.5403
19.5903,22.7003,2.5144,2.5403
19.5903,22.6423,2.5144,2.4889
19.6483,22.5844,2.4624,2.4889
19.6483,22.5264,2.4624,2.4378
19.7062,22.4684,2.4107,2.4378
19.7062,22.4105,2.4107,2.3869
19.7642,22.4105,2.3869,2.3869
19.7642,22.3525,2.3869,2.4156
19.7642,22.3525,2.4156,2.3657
19.8222,22.2946,2.3657,2.3961
19.8222,22.2946,2.3961,2.3472
19.8801,22.2366,2.3961,2.3472
19.9381,22.1786,2.3961,2.3472
19.9960,22.1207,2.3961,2.3472
20.0540,22.0627,2.3472,2.3472
20.0540,22.0048,2.3472,2.2988
20.1120,21.9468,2.2988,2.2988
20.1120,21.8888,2.2988,2.2508
20.1699,21.8309,2.2508,2.2508
20.1699,21.7729,2.2508,2.2032
20.2279,21.7150,2.2032,2.2032
20.2858,21.6570,2.2032,2.2032
20.3438,21.5990,2.2032,2.2032
20.4018,21.5411,2.2032,2.2032
20.4018,21.4831,2.2032,2.1562
20.4597,21.4252,2.1562,2.1562
20.4597,21.3672,2.1562,2.1098
20.5177,21.3092,2.1098,2.1098
20.5177,21.2513,2.1098,2.1098
20.5177,21.1933,2.1098,2.1098
20.5177,21.1354,2.1098,2.1453
20.5177,21.0774,2.1098,2.1453
20.5177,21.0194,2.1562,2.1453
20.5756,20.9615,2.1562,2.1910
20.6336,20.9035,2.1562,2.1910
20.6336,20.8456,2.1562,2.1453
20.6916,20.7876,2.1098,2.1453
20.6916,20.7296,2.1098,2.1002
20.7495,20.6717,2.0639,2.1002
20.7495,20.6137,2.0639,2.0557
20.7495,20.5558,2.0639,2.0557
20.7495,20.4978,2.0639,2.0557
20.8075,20.4398,2.0639,2.1002
20.8075,20.3819,2.1098,2.1002
20.8654,20.3239,2.1098,2.1453
20.8654,20.2660,2.1098,2.1453
20.8654,20.2080,2.1098,2.1002
20.9234,20.1500,2.0639,2.1002
20.9234,20.0921,2.0639,2.0557
20.9814,20.0341,2.0186,2.0557
20.9814,19.9762,2.0186,2.0557
20.9814,19.9182,2.0186,2.0557
20.9814,19.8602,2.0639,2.0557
21.0393,19.8602,2.1002,2.1002
21.0393,19.8023,2.1453,2.1002
21.0393,19.7443,2.1453,2.1002
21.0393,19.6864,2.1453,2.1002
21.0393,19.6284,2.1453,2.1002
21.0393,19.5704,2.1453,2.1002
21.0973,19.5125,2.1002,2.1002
21.0973,19.4545,2.1002,2.0557
21.1552,19.3966,2.0557,2.0557
21.1552,19.3386,2.1002,2.0557
21.2132,19.2806,2.1002,2.1002
21.2132,19.2227,2.1453,2.1002
21.2712,19.1647,2.1453,2.1453
21.2712,19.1068,2.1453,2.1453
21.2712,19.0488,2.1453,2.1453
21.2712,18.9908,2.1453,2.1453
21.2712,18.9329,2.1453,2.1453
21.2712,18.8749,2.1453,2.1002
21.3291,18.8170,2.1002,2.1002
21.3291,18.7590,2.1002,2.0557
21.3291,18.7010,2.1002,2.0557
21.3291,18.6431,2.1002,2.0557
21.3871,18.5851,2.1002,2.1002
21.3871,18.5272,2.1453,2.1002
21.4450,18.4692,2.1453,2.1818
21.4450,18.4112,2.1910,2.1818
21.4450,18.3533,2.1910,2.1818
21.4450,18.2953,2.1910,2.1818
21.4450,18.2374,2.1910,2.1818
21.5030,18.1794,2.1453,2.1818
21.5030,18.1214,2.1453,2.1375
21.5610,18.0635,2.1002,2.1375
21.5610,18.0055,2.1002,2.1375
21.5610,17.9476,2.1002,2.1375
21.5610,17.8896,2.1002,2.1375
21.5610,17.8316,2.1453,2.1375
21.6189,17.7737,2.1453,2.1818
21.6189,17.7157,2.1910,2.1818
21.6189,17.6578,2.1910,2.1818
21.6189,17.5998,2.1910,2.1818
21.6769,17.5418,2.1453,2.1818
21.6769,17.4839,2.1453,2.1375
21.7348,17.4259,2.1002,2.1375
21.7348,17.3680,2.1002,2.0938
21.7348,17.3100,2.1002,2.0938
21.7348,17.2520,2.1002,2.0938
21.7928,17.1941,2.1002,2.1375
21.7928,17.1941,2.1818,2.1375
21.8508,17.1361,2.1818,2.1818
21.8508,17.0782,2.2268,2.1818
21.8508,17.0202,2.2268,2.1818
21.8508,16.9622,2.2268,2.1818
21.8508,16.9043,2.2268,2.1818
21.8508,16.8463,2.2268,2.1818
21.9087,16.7884,2.1818,2.1818
21.9087,16.7304,2.1818,2.1375
21.9667,16.6724,2.1375,2.1375
21.9667,16.6145,2.1375,2.0938
21.9667,16.5565,2.1375,2.0938
22.0246,16.4986,2.1375,2.1375
22.0246,16.4406,2.1818,2.1375
22.0826,16.3826,2.1818,2.1818
22.0826,16.3247,2.1818,2.1818
22.0826,16.2667,2.1818,2.1818
22.0826,16.2088,2.1818,2.1818
22.0826,16.1508,2.1818,2.1818
22.0826,16.0928,2.1818,2.1818
22.0826,16.0349,2.1818,2.1375
22.1406,15.9769,2.1375,2.1375
22.1406,15.9190,2.1375,2.0938
22.1985,15.8610,2.1375,2.1756
22.2565,15.8030,2.1375,2.1756
22.2565,15.7451,2.1818,2.1756
22.2565,15.6871,2.1818,2.1756
22.2565,15.6292,2.1818,2.1756
22.2565,15.5712,2.1818,2.1756
22.2565,15.5132,2.1818,2.1756
22.2565,15.4553,2.1818,2.1756
22.2565,15.3973,2.1818,2.1756
22.2565,15.3394,2.1818,2.1756
22.3144,15.2814,2.1818,2.2192
22.3724,15.2234,2.1818,2.2192
22.4304,15.1655,2.1818,2.2192
22.4304,15.1075,2.1818,2.1756
22.4883,15.0496,2.1375,2.1756
22.4883,14.9916,2.1375,2.1756
22.4883,14.9336,2.1375,2.1756
22.4883,14.8757,2.1375,2.1756
22.4883,14.8177,2.1375,2.1756
22.4883,14.7598,2.1375,2.1756
22.4883,14.7018,2.1375,2.1756
22.4883,14.6438,2.1818,2.1756
22.5463,14.5859,2.1818,2.2192
22.5463,14.5859,2.2634,2.2192
22.6042,14.5279,2.2634,2.2634
22.6042,14.4700,2.2634,2.2192
22.6622,14.4120,2.2192,2.2192
22.6622,14.3540,2.2192,2.1756
22.6622,14.2961,2.2192,2.1756
22.6622,14.2381,2.2192,2.1756
22.6622,14.1802,2.2192,2.1756
22.6622,14.1222,2.2192,2.1756
22.6622,14.0642,2.2192,2.1756
22.6622,14.0063,2.2192,2.1756
22.7202,13.9483,2.2192,2.2192
22.7781,13.8904,2.2192,2.2192
22.8361,13.8324,2.2192,2.2192
22.8361,13.7744,2.2192,2.1756
22.8361,13.7165,2.2192,2.1756
22.8361,13.6585,2.2192,2.1756
22.8361,13.6006,2.2192,2.1756
22.8361,13.5426,2.2192,2.1756
22.8361,13.4846,2.2192,2.1756
22.8361,13.4267,2.2192,2.1756
22.8940,13.3687,2.2192,2.2192
22.8940,13.3108,2.2634,2.2192
22.9520,13.2528,2.2634,2.2192
22.9520,13.1948,2.2634,2.2575
23.0100,13.1369,2.2192,2.2575
23.0100,13.0789,2.2192,2.2146
23.0100,13.0210,2.2192,2.2146
23.0100,12.9630,2.2192,2.2146
23.0100,12.9050,2.2192,2.2146
23.0100,12.8471,2.2192,2.2146
23.0679,12.7891,2.2192,2.2575
23.0679,12.7312,2.2634,2.2575
23.1259,12.6732,2.2634,2.3009
23.1259,12.6152,2.2634,2.2575
23.1838,12.5573,2.2192,2.2575
23.1838,12.4993,2.2192,2.2146
23.1838,12.4414,2.2192,2.2146
23.1838,12.3834,2.2192,2.2146
23.1838,12.3254,2.2192,2.2146
23.1838,12.2675,2.2192,2.2146
23.1838,12.2095,2.2192,2.2146
23.2418,12.1516,2.2192,2.2575
23.2418,12.0936,2.2634,2.2575
23.2998,12.0356,2.2634,2.3009
23.2998,11.9777,2.2634,2.2575
23.3577,11.9197,2.2192,2.2575
23.3577,11.9197,2.2575,2.2575
23.3577,11.8618,2.2575,2.2146
23.4157,11.8038,2.2146,2.2146
23.4157,11.7458,2.2146,2.2146
23.4157,11.6879,2.2146,2.2146
23.4157,11.6299,2.2146,2.2146
23.4157,11.5720,2.2146,2.2146
23.4157,11.5140,2.2146,2.2146
23.4157,11.4560,2.2146,2.2146
23.4157,11.3981,2.2146,2.2146
23.4157,11.3401,2.2146,2.2146
23.4157,11.2822,2.2146,2.2146
23.4157,11.2242,2.2146,2.1725
23.4736,11.1662,2.1725,2.1725
23.4736,11.1083,2.1725,2.1312
23.4736,11.0503,2.1725,2.1312
23.4736,10.9924,2.1725,2.1312
23.4736,10.9344,2.1725,2.1312
23.4736,10.8764,2.1725,2.1312
23.4736,10.8185,2.1725,2.1312
23.4736,10.7605,2.1725,2.1312
23.4736,10.7026,2.1312,2.1312
23.4157,10.6446,2.1312,2.0906
23.4157,10.5866,2.0906,2.1327
23.4157,10.5287,2.0508,2.0938
23.4157,10.4707,2.0508,2.0557
23.4736,10.4128,2.0120,2.0557
23.4736,10.3548,2.0120,2.0186
23.4736,10.2968,2.0120,2.0186
23.4736,10.2389,2.0120,2.0186
23.4736,10.1809,2.0120,2.0186
23.4736,10.1230,2.0120,2.0186
23.4736,10.0650,1.9740,2.0186
23.4157,10.0070,1.9740,1.9825
23.4157,9.9491,1.9371,1.9825
23.3577,9.8911,1.9371,1.9475
23.3577,9.8332,1.9012,1.9475
23.3577,9.7752,1.8665,1.9136
23.3577,9.7172,1.8329,1.8808
23.3577,9.6593,1.8005,1.8493
23.2998,9.6013,1.8005,1.8191
23.2998,9.5434,1.7694,1.8191
23.2998,9.4854,1.7694,1.8191
23.2998,9.4274,1.7694,1.8191
23.2998,9.3695,1.7694,1.8191
23.2998,9.3115,1.7694,1.8191
23.2418,9.3115,1.8191,1.7902
23.2418,9.2536,1.7902,1.7902
23.2418,9.1956,1.7628,1.7628
23.2418,9.1376,1.7369,1.7369
23.2418,9.0797,1.7125,1.7125
23.1838,9.0217,1.7125,1.6898
23.1838,8.9638,1.6898,1.6898
23.1259,8.9058,1.6898,1.6688
23.1259,8.8478,1.6688,1.6688
23.0679,8.7899,1.6688,1.6496
23.0679,8.7319,1.5947,1.6496
23.0100,8.7319,1.5947,1.5767
23.0100,8.6740,1.5214,1.5767
23.0100,8.6740,1.5047,1.5047
23.0100,8.6160,1.4901,1.4901
23.0100,8.5580,1.4777,1.4777
22.9520,8.5001,1.4777,1.4674
22.9520,8.4421,1.4674,1.4674
22.8940,8.3842,1.4674,1.4594
22.8361,8.3262,1.4674,1.4594
22.7781,8.2682,1.4674,1.4594
22.7202,8.2103,1.4674,1.4594
22.6622,8.1523,1.4674,1.4594
22.6042,8.0944,1.4674,1.4594
22.6042,8.0364,1.4594,1.5170
22.5463,7.9784,1.4594,1.5170
22.4883,7.9784,1.4594,1.4594
22.4304,7.9205,1.4019,1.4594
22.3724,7.9205,1.4019,1.4019
22.3144,7.8625,1.3444,1.4019
22.2565,7.8046,1.3444,1.4019
22.1985,7.7466,1.3444,1.4019
22.1406,7.6886,1.3444,1.4019
22.0826,7.6307,1.3444,1.4019
22.0246,7.5727,1.3444,1.4019
21.9667,7.5148,1.3444,1.4019
21.9087,7.4568,1.3444,1.4019
21.8508,7.3988,1.3444,1.4019
21.7928,7.3988,1.3444,1.3444
21.7348,7.3409,1.2869,1.3444
21.6769,7.3409,1.2869,1.2869
21.6189,7.2829,1.2295,1.2869
21.5610,7.2829,1.2869,1.2869
21.5030,7.2250,1.2869,1.3444
21.4450,7.2250,1.3444,1.3444
21.3871,7.1670,1.3444,1.4019
21.3291,7.1090,1.3444,1.4019
21.2712,7.1090,1.4019,1.3959
21.2132,7.0511,1.4019,1.3959
21.1552,6.9931,1.3444,1.3959
21.0973,6.9931,1.3444,1.3381
21.0393,6.9352,1.2869,1.3381
20.9814,6.9352,1.2869,1.2804
20.9234,6.8772,1.2869,1.2804
20.8654,6.8192,1.2869,1.2804
20.8075,6.7613,1.2869,1.2804
20.7495,6.7033,1.2869,1.3381
20.6916,6.7033,1.3444,1.3381
20.6336,6.6454,1.3444,1.3959
20.5756,6.6454,1.3444,1.3959
20.5177,6.6454,1.3444,1.3959
20.4597,6.6454,1.3444,1.3381
20.4018,6.5874,1.2869,1.3381
20.3438,6.5874,1.2869,1.2804
20.2858,6.5294,1.2869,1.2804
20.2279,6.4715,1.2869,1.2804
20.1699,6.4135,1.2869,1.2804
20.1120,6.3556,1.2869,1.2804
20.0540,6.2976,1.2869,1.2804
19.9960,6.2396,1.2869,1.3381
19.9960,6.2396,1.3381,1.3381
19.9381,6.2396,1.3381,1.3381
19.8801,6.2396,1.3381,1.3381
19.8222,6.2396,1.3381,1.3381
19.7642,6.1817,1.2804,1.3381
19.7062,6.1817,1.2804,1.2804
19.6483,6.1237,1.2804,1.2804
19.5903,6.0658,1.2804,1.2804
19.5324,6.0078,1.2804,1.2804
19.4744,5.9498,1.2804,1.2804
19.4164,5.8919,1.2804,1.3381
19.3585,5.8919,1.2804,1.3381
19.3005,5.8919,1.2804,1.3381
19.2426,5.8919,1.2804,1.3381
19.1846,5.8919,1.2804,1.3381
19.1266,5.8919,1.2804,1.2804
19.0687,5.8339,1.2804,1.2804
19.0107,5.7760,1.2804,1.2804
18.9528,5.7180,1.2804,1.2804
18.8948,5.6600,1.2804,1.2804
18.8368,5.6021,1.2804,1.2804
18.7789,5.5441,1.2804,1.3381
18.7209,5.5441,1.2804,1.3381
18.6630,5.5441,1.2804,1.3343
18.6050,5.5441,1.2804,1.3343
18.5470,5.5441,1.2804,1.3343
18.4891,5.5441,1.2804,1.3343
18.4311,5.4862,1.2804,1.3343
18.3732,5.4282,1.2804,1.3343
18.3152,5.3702,1.2804,1.3343
18.2572,5.3123,1.2804,1.3343
18.1993,5.2543,1.2804,1.3343
18.1413,5.2543,1.2804,1.2764
18.0834,5.2543,1.2804,1.2764
18.0254,5.2543,1.2804,1.2764
17.9674,5.2543,1.2804,1.2764
17.9095,5.2543,1.2804,1.2764
17.8515,5.1964,1.2804,1.3343
17.7936,5.1964,1.3381,1.3343
17.7356,5.1384,1.3381,1.3343
17.6776,5.0804,1.3381,1.3343
17.6197,5.0225,1.3381,1.3343
17.5617,4.9645,1.2804,1.3343
17.5038,4.9645,1.2804,1.2764
17.4458,4.9066,1.2227,1.2764
17.3878,4.9066,1.2227,1.2764
17.3299,4.9066,1.2227,1.2764
17.3299,4.9066,1.2764,1.2764
17.2719,4.8486,1.2764,1.3343
17.2140,4.8486,1.3343,1.3343
17.1560,4.7906,1.3343,1.3922
17.0980,4.7906,1.3343,1.3343
17.0401,4.7327,1.2764,1.3343
16.9821,4.7327,1.2764,1.2764
16.9242,4.6747,1.2185,1.2764
16.8662,4.6747,1.2185,1.2185
16.8082,4.6168,1.2185,1.2764
16.7503,4.6168,1.2764,1.2764
16.6923,4.5588,1.2764,1.3343
16.6344,4.5588,1.3343,1.3343
16.5764,4.5588,1.3343,1.3343
16.5184,4.5008,1.2764,1.3343
16.4605,4.5008,1.2764,1.2764
16.4025,4.4429,1.2185,1.2764
16.3446,4.4429,1.2185,1.2185
16.2866,4.4429,1.2185,1.2185
16.2286,4.4429,1.2185,1.2185
16.1707,4.3849,1.2185,1.2764
16.1127,4.3849,1.2764,1.2764
16.0548,4.3270,1.2764,1.3343
15.9968,4.3270,1.3343,1.3331
15.9388,4.2690,1.2764,1.3331
15.8809,4.2690,1.2764,1.2751
15.8229,4.2110,1.2185,1.2751
15.7650,4.2110,1.2185,1.2172
15.7070,4.2110,1.2185,1.2172
15.6490,4.2110,1.2185,1.2172
15.5911,4.2110,1.2185,1.2172
15.5331,4.2110,1.2185,1.2172
15.4752,4.2110,1.2185,1.2172
15.4172,4.1531,1.2185,1.2751
15.3592,4.1531,1.2764,1.2751
15.3013,4.0951,1.2764,1.2751
15.2433,4.0372,1.2185,1.2751
15.1854,4.0372,1.2185,1.2172
15.1274,4.0372,1.2185,1.2172
15.0694,4.0372,1.2185,1.2172
15.0115,4.0372,1.2185,1.2172
14.9535,4.0372,1.2185,1.2172
14.8956,4.0372,1.2185,1.2172
14.8376,4.0372,1.2185,1.2172
14.7796,3.9792,1.2185,1.2751
14.7217,3.9792,1.2764,1.2751
14.7217,3.9212,1.2751,1.3331
14.6637,3.9212,1.2751,1.2751
14.6058,3.8633,1.2172,1.2751
14.5478,3.8633,1.2172,1.2172
14.4898,3.8053,1.1592,1.2172
14.4319,3.8053,1.1592,1.2172
14.3739,3.8053,1.1592,1.2172
14.3160,3.8053,1.1592,1.2172
14.2580,3.8053,1.1592,1.2172
14.2000,3.8053,1.2172,1.2172
14.1421,3.7474,1.2172,1.2751
14.0841,3.7474,1.2751,1.2751
14.0262,3.7474,1.2751,1.2751
13.9682,3.7474,1.2751,1.2751
13.9102,3.7474,1.2751,1.2751
13.8523,3.6894,1.2172,1.2751
13.7943,3.6894,1.2172,1.2172
13.7364,3.6314,1.1592,1.2172
13.6784,3.6314,1.1592,1.2172
13.6204,3.6314,1.1592,1.2172
13.5625,3.6314,1.2172,1.2172
13.5045,3.5735,1.2172,1.2751
13.4466,3.5735,1.2751,1.2751
13.3886,3.5735,1.2751,1.2764
13.3306,3.5735,1.2751,1.2764
13.2727,3.5735,1.2751,1.2764
13.2147,3.5735,1.2751,1.2764
13.1568,3.5155,1.2172,1.2764
13.0988,3.5155,1.2172,1.2185
13.0408,3.4576,1.1592,1.2185
12.9829,3.4576,1.1592,1.2185
12.9249,3.4576,1.1592,1.2185
12.8670,3.4576,1.2172,1.2185
12.8090,3.3996,1.2172,1.2764
12.7510,3.3996,1.2751,1.2764
12.6931,3.3996,1.2751,1.2764
12.6351,3.3996,1.2751,1.2764
12.5772,3.3996,1.2751,1.2764
12.5192,3.3996,1.2751,1.2764
12.4612,3.3416,1.2172,1.2764
12.4033,3.3416,1.2172,1.2185
12.3453,3.2837,1.1592,1.2185
12.2874,3.2837,1.1592,1.2185
12.2294,3.2837,1.2172,1.2185
12.1714,3.2257,1.2172,1.2764
12.1135,3.2257,1.2751,1.2764
12.1135,3.2257,1.2764,1.2764
12.0555,3.2257,1.2764,1.2764
11.9976,3.2257,1.2764,1.2764
11.9396,3.2257,1.2764,1.2764
11.8816,3.2257,1.2764,1.2764
11.8237,3.1678,1.2185,1.2764
11.7657,3.1678,1.2185,1.2185
11.7078,3.1098,1.1606,1.2185
11.6498,3.1098,1.2185,1.2185
11.5918,3.0518,1.2185,1.2764
11.5339,3.0518,1.2764,1.2764
11.4759,3.0518,1.2764,1.2764
11.4180,3.0518,1.2764,1.2764
11.3600,3.0518,1.2764,1.2764
11.3020,3.0518,1.2764,1.2764
11.2441,3.0518,1.2764,1.2764
11.1861,2.9939,1.2185,1.2764
11.1282,2.9939,1.2185,1.2185
11.0702,2.9359,1.1606,1.2185
11.0122,2.9359,1.2185,1.2185
10.9543,2.8780,1.2185,1.2764
10.8963,2.8780,1.2764,1.2764
10.8384,2.8780,1.2764,1.2764
10.7804,2.8780,1.2764,1.2764
10.7224,2.8780,1.2764,1.2804
10.6645,2.8780,1.2764,1.2804
10.6065,2.8780,1.2764,1.2804
10.5486,2.8780,1.2764,1.2804
10.4906,2.8780,1.2764,1.2804
10.4326,2.8200,1.2185,1.2804
10.3747,2.8200,1.2185,1.2227
10.3167,2.7620,1.2185,1.2227
10.2588,2.7041,1.2185,1.2804
10.2008,2.7041,1.2764,1.2804
10.1428,2.7041,1.2764,1.2804
10.0849,2.7041,1.2764,1.2804
10.0269,2.7041,1.2764,1.2804
9.9690,2.7041,1.2764,1.2804
9.9110,2.7041,1.2764,1.2804
9.8530,2.7041,1.2764,1.2804
9.7951,2.6461,1.2185,1.2804
9.7371,2.6461,1.2185,1.2227
9.6792,2.5882,1.2185,1.2227
9.6212,2.5302,1.2185,1.2804
9.5632,2.5302,1.2764,1.2804
9.5053,2.5302,1.2764,1.2804
9.4473,2.5302,1.2764,1.2804
9.4473,2.5302,1.2804,1.2804
9.3894,2.5302,1.2804,1.2804
9.3314,2.5302,1.2804,1.2804
9.2734,2.5302,1.2804,1.2804
9.2155,2.5302,1.2804,1.2804
9.1575,2.4722,1.2227,1.2804
9.0996,2.4143,1.2227,1.2804
9.0416,2.3563,1.2227,1.2804
8.9836,2.3563,1.2804,1.2804
8.9257,2.3563,1.2804,1.2804
8.8677,2.3563,1.2804,1.2804
8.8098,2.3563,1.2804,1.2804
8.7518,2.3563,1.2804,1.2804
8.6938,2.3563,1.2804,1.2804
8.6359,2.3563,1.2804,1.2804
8.5779,2.3563,1.2804,1.2804
8.5200,2.2984,1.2227,1.2804
8.4620,2.2404,1.2227,1.2804
8.4040,2.1824,1.2227,1.2804
8.3461,2.1824,1.2804,1.2804
8.2881,2.1824,1.2804,1.2804
8.2302,2.1824,1.2804,1.2804
8.1722,2.1824,1.2804,1.2804
8.1142,2.1824,1.2804,1.2869
8.0563,2.1824,1.2804,1.2869
7.9983,2.1824,1.2804,1.2869
7.9404,2.1824,1.2804,1.2869
7.8824,2.1824,1.2804,1.2869
7.8244,2.1245,1.2804,1.2869
7.7665,2.0665,1.2804,1.2869
7.7085,2.0086,1.2804,1.2869
7.6506,2.0086,1.2804,1.2869
7.5926,2.0086,1.2804,1.2869
7.5346,2.0086,1.2804,1.2869
7.4767,2.0086,1.2804,1.2869
7.4187,2.0086,1.2804,1.2869
7.3608,2.0086,1.2804,1.2869
7.3028,2.0086,1.2804,1.2869
7.2448,2.0086,1.2804,1.2869
7.1869,1.9506,1.2804,1.2869
7.1289,1.8926,1.2804,1.2869
7.0710,1.8347,1.2804,1.2869
7.0130,1.8347,1.2804,1.2869
6.9550,1.8347,1.2804,1.2869
6.8971,1.8347,1.2804,1.2869
6.8391,1.8347,1.2804,1.2869
6.8391,1.8347,1.2869,1.2869
6.7812,1.8347,1.2869,1.2869
6.7232,1.8347,1.2869,1.2869
6.6652,1.8347,1.2869,1.2869
6.6073,1.7767,1.2869,1.3444
6.5493,1.7188,1.2869,1.3444
6.4914,1.6608,1.2869,1.3444
6.4334,1.6608,1.2869,1.2869
6.3754,1.6608,1.2869,1.2869
6.3175,1.6608,1.2869,1.2869
6.2595,1.6608,1.2869,1.2869
6.2016,1.6608,1.2869,1.2869
6.1436,1.6608,1.2869,1.2869
6.0856,1.6608,1.2869,1.2869
6.0277,1.6608,1.2869,1.2869
5.9697,1.6608,1.2869,1.2869
5.9118,1.6028,1.2869,1.3444
5.8538,1.5449,1.2869,1.3444
5.7958,1.4869,1.2869,1.3444
5.7379,1.4869,1.2869,1.2869
5.6799,1.4869,1.2869,1.2869
5.6220,1.4869,1.2869,1.2869
5.5640,1.4869,1.2869,1.2869
5.5060,1.4869,1.2869,1.2869
5.4481,1.4869,1.2869,1.2960
5.3901,1.4869,1.2869,1.2960
5.3322,1.4869,1.2869,1.2960
5.2742,1.4290,1.2869,1.3531
5.2162,1.4290,1.3444,1.3531
5.1583,1.3710,1.3444,1.3531
5.1003,1.3130,1.2869,1.3531
5.0424,1.3130,1.2869,1.2960
4.9844,1.3130,1.2869,1.2960
4.9264,1.3130,1.2869,1.2960
4.8685,1.3130,1.2869,1.2960
4.8105,1.3130,1.2869,1.2960
4.7526,1.3130,1.2869,1.2960
